Date,Cache Prefix,Source Domain Val Accuracy,Source Domain Test Accuracy,Target Domain Val Accuracy,Target Domain Test Accuracy
2024/1/12,Comparison_EEG_Infinity005Wass_ShallowConvNet_MengExp3ToMengExp12_1,0.81827(0.01305),0.80338(0.01783),0.80060(0.00929),0.79081(0.01410)
2024/1/13,Comparison_EEG_Infinity005Wass_DeepConvNet_MengExp3ToMengExp12_1,0.79722(0.00780),0.78828(0.01244),0.79895(0.00806),0.78742(0.01017)
2024/1/13,Comparison_EEG_Infinity005Wass_InceptionEEG_MengExp3ToMengExp12_1,0.83674(0.01207),0.82999(0.01362),0.79818(0.00596),0.79353(0.01468)
2024/1/13,Comparison_EEG_Infinity005Wass_EEGNet_MengExp3ToPhysioNetMI_1,0.82224(0.01253),0.81549(0.01568),0.79971(0.01499),0.79715(0.02706)
2024/1/13,Comparison_EEG_Infinity005Wass_ShallowConvNet_MengExp3ToPhysioNetMI_1,0.82244(0.00839),0.80536(0.01627),0.80033(0.01708),0.78918(0.01944)
2024/1/13,Comparison_EEG_Infinity005Wass_DeepConvNet_MengExp3ToPhysioNetMI_1,0.79206(0.02784),0.78729(0.02587),0.78937(0.00514),0.77228(0.01479)
2024/1/13,Comparison_EEG_Infinity005Wass_InceptionEEG_MengExp3ToPhysioNetMI_1,0.85303(0.00569),0.83833(0.01701),0.81108(0.01991),0.78724(0.02207)
2024/1/13,Comparison_EEG_Infinity005Wass_EEGNet_MengExp12ToBCICIV2A_1,0.85140(0.01514),0.84606(0.01380),0.64862(0.05382),0.63041(0.06573)
2024/1/13,Comparison_EEG_Infinity005Wass_ShallowConvNet_MengExp12ToBCICIV2A_1,0.81049(0.01562),0.80041(0.00935),0.65054(0.04233),0.61768(0.04369)
2024/1/13,Comparison_EEG_Infinity005Wass_DeepConvNet_MengExp12ToBCICIV2A_1,0.81795(0.01007),0.81204(0.00682),0.68686(0.07480),0.66754(0.07818)
2024/1/13,Comparison_EEG_Infinity005Wass_InceptionEEG_MengExp12ToBCICIV2A_1,0.85586(0.01604),0.84965(0.01454),0.65557(0.04068),0.63159(0.08061)
2024/1/13,Comparison_EEG_Infinity005Wass_EEGNet_MengExp12ToMengExp3_1,0.85479(0.01428),0.84810(0.01671),0.77776(0.00885),0.75650(0.01956)
2024/1/13,Comparison_EEG_Infinity005Wass_ShallowConvNet_MengExp12ToMengExp3_1,0.82009(0.00971),0.80981(0.01224),0.74975(0.01939),0.73625(0.02178)
2024/1/13,Comparison_EEG_Infinity005Wass_DeepConvNet_MengExp12ToMengExp3_1,0.82174(0.02030),0.81553(0.02016),0.74955(0.01696),0.74320(0.01432)
2024/1/13,Comparison_EEG_Infinity005Wass_InceptionEEG_MengExp12ToMengExp3_1,0.85828(0.01430),0.85071(0.01391),0.77676(0.01976),0.76981(0.01917)
2024/1/13,Comparison_EEG_Infinity005Wass_EEGNet_MengExp12ToPhysioNetMI_1,0.85634(0.01754),0.84693(0.01738),0.79715(0.01503),0.78451(0.01421)
2024/1/13,Comparison_EEG_Infinity005Wass_ShallowConvNet_MengExp12ToPhysioNetMI_1,0.81766(0.01306),0.80797(0.01285),0.79104(0.01593),0.79021(0.01839)
2024/1/13,Comparison_EEG_Infinity005Wass_DeepConvNet_MengExp12ToPhysioNetMI_1,0.82319(0.01053),0.81824(0.00850),0.77835(0.02395),0.77866(0.01692)
2024/1/14,Comparison_EEG_Infinity005Wass_InceptionEEG_MengExp12ToPhysioNetMI_1,0.86090(0.01460),0.85663(0.01376),0.78724(0.01864),0.79208(0.01652)
2024/1/14,Comparison_EEG_Infinity005Wass_EEGNet_PhysioNetMIToBCICIV2A_1,0.84525(0.01688),0.83005(0.01717),0.74677(0.07782),0.70117(0.07946)
2024/1/14,Comparison_EEG_Infinity005Wass_ShallowConvNet_PhysioNetMIToBCICIV2A_1,0.84757(0.00758),0.82942(0.00852),0.77885(0.04855),0.74481(0.06459)
2024/1/14,Comparison_EEG_Infinity005Wass_DeepConvNet_PhysioNetMIToBCICIV2A_1,0.84041(0.01878),0.83026(0.01468),0.73092(0.08221),0.69153(0.07347)
2024/1/14,Comparison_EEG_Infinity005Wass_InceptionEEG_PhysioNetMIToBCICIV2A_1,0.85030(0.01327),0.83912(0.01067),0.76454(0.06405),0.74946(0.05662)
2024/1/14,Comparison_EEG_Infinity005Wass_EEGNet_PhysioNetMIToMengExp3_1,0.83851(0.01333),0.82414(0.01976),0.76167(0.01313),0.74657(0.02077)
2024/1/14,Comparison_EEG_Infinity005Wass_ShallowConvNet_PhysioNetMIToMengExp3_1,0.84587(0.00866),0.82941(0.01466),0.76405(0.01056),0.74359(0.02373)
2024/1/14,Comparison_EEG_Infinity005Wass_DeepConvNet_PhysioNetMIToMengExp3_1,0.84610(0.01247),0.83807(0.00748),0.74896(0.01642),0.74042(0.02344)
2024/1/14,Comparison_EEG_Infinity005Wass_InceptionEEG_PhysioNetMIToMengExp3_1,0.85092(0.01547),0.83260(0.01306),0.76485(0.01315),0.75055(0.02073)
2024/1/14,Comparison_EEG_Infinity005Wass_EEGNet_PhysioNetMIToMengExp12_1,0.83617(0.01580),0.83194(0.01506),0.79595(0.00832),0.78868(0.01142)
2024/1/14,Comparison_EEG_Infinity005Wass_ShallowConvNet_PhysioNetMIToMengExp12_1,0.84209(0.00674),0.82498(0.01078),0.79440(0.00850),0.78858(0.01012)
2024/1/14,Comparison_EEG_Infinity005Wass_DeepConvNet_PhysioNetMIToMengExp12_1,0.84988(0.00764),0.83742(0.01368),0.79168(0.00599),0.78073(0.01058)
2024/1/14,Comparison_EEG_Infinity005Wass_InceptionEEG_PhysioNetMIToMengExp12_1,0.84229(0.01586),0.82878(0.01359),0.79488(0.00439),0.78499(0.01039)
2025/4/22,Comparison_EEG_Infinity005Wass_EEGNet_sleepcapslpdbTohmcsleepstaging_1,0.92977(0.00647),0.92978(0.00724),0.74657(0.03007),0.74530(0.02916)
2025/4/22,Comparison_EEG_Infinity005Wass_ShallowConvNet_sleepcapslpdbTohmcsleepstaging_1,0.93343(0.00436),0.93332(0.00394),0.74574(0.02852),0.74805(0.02922)
2025/4/22,Comparison_EEG_Infinity005Wass_DeepConvNet_sleepcapslpdbTohmcsleepstaging_1,0.89656(0.02938),0.89729(0.02722),0.71754(0.03816),0.71534(0.03984)
2025/4/22,Comparison_EEG_Infinity005Wass_InceptionEEG_sleepcapslpdbTohmcsleepstaging_1,0.93093(0.00993),0.92683(0.00872),0.72799(0.04025),0.72862(0.04152)
2025/4/22,Comparison_EEG_Infinity005Wass_EEGNet_sleephmcsleepstagingTocapslpdb_1,0.81831(0.06456),0.81824(0.06281),0.82916(0.02476),0.82741(0.02299)
2025/4/22,Comparison_EEG_Infinity005Wass_ShallowConvNet_sleephmcsleepstagingTocapslpdb_1,0.86880(0.03006),0.86796(0.02818),0.86030(0.03480),0.86258(0.03380)
2025/4/22,Comparison_EEG_Infinity005Wass_DeepConvNet_sleephmcsleepstagingTocapslpdb_1,0.70606(0.02149),0.70703(0.02035),0.89055(0.01121),0.88686(0.01041)
2025/4/22,Comparison_EEG_Infinity005Wass_InceptionEEG_sleephmcsleepstagingTocapslpdb_1,0.86747(0.03926),0.86729(0.03559),0.84834(0.04514),0.84608(0.04604)
2025/4/22,Comparison_EEG_Infinity005Wass_EEGNet_sleepcapslpdbTohmcsleepstaging_1,0.92977(0.00647),0.92978(0.00724),0.74657(0.03007),0.74530(0.02916)
2025/4/22,Comparison_EEG_Infinity005Wass_ShallowConvNet_sleepcapslpdbTohmcsleepstaging_1,0.93343(0.00436),0.93332(0.00394),0.74574(0.02852),0.74805(0.02922)
2025/4/22,Comparison_EEG_Infinity005Wass_DeepConvNet_sleepcapslpdbTohmcsleepstaging_1,0.89656(0.02938),0.89729(0.02722),0.71754(0.03816),0.71534(0.03984)
2025/4/22,Comparison_EEG_Infinity005Wass_InceptionEEG_sleepcapslpdbTohmcsleepstaging_1,0.93093(0.00993),0.92683(0.00872),0.72799(0.04025),0.72862(0.04152)
2025/4/22,Comparison_EEG_Infinity005Wass_EEGNet_sleephmcsleepstagingTocapslpdb_1,0.81831(0.06456),0.81824(0.06281),0.82916(0.02476),0.82741(0.02299)
2025/4/22,Comparison_EEG_Infinity005Wass_ShallowConvNet_sleephmcsleepstagingTocapslpdb_1,0.86880(0.03006),0.86796(0.02818),0.86030(0.03480),0.86258(0.03380)
2025/4/22,Comparison_EEG_Infinity005Wass_DeepConvNet_sleephmcsleepstagingTocapslpdb_1,0.70606(0.02149),0.70703(0.02035),0.89055(0.01121),0.88686(0.01041)
2025/4/22,Comparison_EEG_Infinity005Wass_InceptionEEG_sleephmcsleepstagingTocapslpdb_1,0.86747(0.03926),0.86729(0.03559),0.84834(0.04514),0.84608(0.04604)
2025/4/25,Comparison_EEG_Infinity005Wass_EEGNet_sexlargemiTosexopenbmi_1,0.92389(0.00636),0.92257(0.00560),0.52563(0.01135),0.51998(0.00713)
2025/4/25,Comparison_EEG_Infinity005Wass_ShallowConvNet_sexlargemiTosexopenbmi_1,0.98048(0.00202),0.98100(0.00291),0.51123(0.00846),0.51226(0.01725)
2025/4/25,Comparison_EEG_Infinity005Wass_DeepConvNet_sexlargemiTosexopenbmi_1,0.95790(0.00735),0.95720(0.00680),0.54977(0.03110),0.54123(0.02724)
2025/4/25,Comparison_EEG_Infinity005Wass_InceptionEEG_sexlargemiTosexopenbmi_1,0.89612(0.02031),0.89663(0.02173),0.50655(0.00728),0.50731(0.00500)
2025/4/25,Comparison_EEG_Infinity005Wass_EEGNet_sexopenbmiTosexlargemi_1,0.83610(0.03922),0.82859(0.04102),0.59527(0.01941),0.59366(0.01782)
2025/4/25,Comparison_EEG_Infinity005Wass_ShallowConvNet_sexopenbmiTosexlargemi_1,0.90682(0.03463),0.90476(0.03728),0.59837(0.00668),0.59895(0.00931)
2025/4/25,Comparison_EEG_Infinity005Wass_DeepConvNet_sexopenbmiTosexlargemi_1,0.56722(0.04092),0.56602(0.04530),0.51126(0.00702),0.50945(0.00764)
2025/4/25,Comparison_EEG_Infinity005Wass_InceptionEEG_sexopenbmiTosexlargemi_1,0.89834(0.03967),0.89818(0.03910),0.60828(0.00681),0.60855(0.00823)
2025/5/2,R2Sex_Infinity005Wass_EEGNet_sexlargemiTosexmigrainedb_1,0.87016(0.04340),0.87030(0.04507),0.51359(0.01049),0.52154(0.01569)
2025/5/2,R2Sex_Infinity005Wass_ShallowConvNet_sexlargemiTosexmigrainedb_1,0.90504(0.01717),0.90280(0.01940),0.52564(0.01799),0.52044(0.03628)
2025/5/2,R2Sex_Infinity005Wass_DeepConvNet_sexlargemiTosexmigrainedb_1,0.66460(0.08378),0.66740(0.08297),0.50169(0.00716),0.49775(0.00705)
2025/5/2,R2Sex_Infinity005Wass_InceptionEEG_sexlargemiTosexmigrainedb_1,0.92017(0.01537),0.92066(0.01695),0.50705(0.00689),0.49594(0.00680)
2025/5/2,R2Sex_Infinity005Wass_EEGNet_sexlargemiTosexopenbmi_1,0.85497(0.03390),0.85393(0.02940),0.56729(0.00843),0.56504(0.01215)
2025/5/2,R2Sex_Infinity005Wass_ShallowConvNet_sexlargemiTosexopenbmi_1,0.88432(0.02601),0.88344(0.02918),0.52422(0.00550),0.52147(0.00592)
2025/5/2,R2Sex_Infinity005Wass_DeepConvNet_sexlargemiTosexopenbmi_1,0.95442(0.04687),0.95518(0.04548),0.57320(0.01455),0.57134(0.01579)
2025/5/2,R2Sex_Infinity005Wass_InceptionEEG_sexlargemiTosexopenbmi_1,0.91287(0.03175),0.91326(0.03061),0.54257(0.02300),0.54663(0.02348)
2025/5/2,R2Sex_Infinity005Wass_EEGNet_sexlargemiTosexstroke_1,0.67788(0.03125),0.67476(0.03370),0.54698(0.01773),0.50654(0.02851)
2025/5/2,R2Sex_Infinity005Wass_ShallowConvNet_sexlargemiTosexstroke_1,0.79301(0.02232),0.79092(0.02630),0.54186(0.03049),0.50570(0.04649)
2025/5/2,R2Sex_Infinity005Wass_DeepConvNet_sexlargemiTosexstroke_1,0.51015(0.00732),0.50745(0.00922),0.52749(0.01045),0.47648(0.01687)
2025/5/2,R2Sex_Infinity005Wass_InceptionEEG_sexlargemiTosexstroke_1,0.76298(0.01088),0.75969(0.00862),0.54769(0.02278),0.49679(0.04511)
2025/5/2,R2Sex_Infinity005Wass_EEGNet_sexopenbmiTosexmigrainedb_1,0.92812(0.00851),0.92746(0.01069),0.53816(0.02435),0.53366(0.02294)
2025/5/2,R2Sex_Infinity005Wass_ShallowConvNet_sexopenbmiTosexmigrainedb_1,0.97594(0.00232),0.97685(0.00242),0.56013(0.02518),0.55493(0.01758)
2025/5/2,R2Sex_Infinity005Wass_DeepConvNet_sexopenbmiTosexmigrainedb_1,0.52704(0.01263),0.52715(0.01333),0.50004(0.00724),0.49996(0.00720)
2025/5/2,R2Sex_Infinity005Wass_InceptionEEG_sexopenbmiTosexmigrainedb_1,0.95733(0.00244),0.95724(0.00267),0.53902(0.01770),0.52657(0.01305)
2025/5/2,R2Sex_Infinity005Wass_EEGNet_sexopenbmiTosexlargemi_1,0.94570(0.02121),0.94587(0.02187),0.59723(0.01004),0.59400(0.01372)
2025/5/2,R2Sex_Infinity005Wass_ShallowConvNet_sexopenbmiTosexlargemi_1,0.96101(0.01662),0.96102(0.01773),0.59754(0.00500),0.59674(0.00551)
2025/5/3,R2Sex_Infinity005Wass_DeepConvNet_sexopenbmiTosexlargemi_1,0.84234(0.04511),0.84320(0.04594),0.50510(0.00332),0.50459(0.00260)
2025/5/3,R2Sex_Infinity005Wass_InceptionEEG_sexopenbmiTosexlargemi_1,0.96604(0.00931),0.96730(0.00866),0.55881(0.02399),0.55562(0.02027)
2025/5/3,R2Sex_Infinity005Wass_EEGNet_sexopenbmiTosexstroke_1,0.59546(0.01092),0.59483(0.01405),0.53256(0.03070),0.51300(0.01609)
2025/5/3,R2Sex_Infinity005Wass_ShallowConvNet_sexopenbmiTosexstroke_1,0.64712(0.03064),0.64906(0.02717),0.52923(0.03106),0.51016(0.03716)
2025/5/3,R2Sex_Infinity005Wass_DeepConvNet_sexopenbmiTosexstroke_1,0.50682(0.01104),0.50708(0.00724),0.50150(0.02661),0.49920(0.02844)
2025/5/3,R2Sex_Infinity005Wass_InceptionEEG_sexopenbmiTosexstroke_1,0.64771(0.02865),0.65177(0.02630),0.55169(0.01240),0.49031(0.02030)
2025/5/3,R2Sex_Infinity005Wass_EEGNet_sexstrokeTosexmigrainedb_1,0.73519(0.01982),0.73039(0.02665),0.52233(0.00921),0.51910(0.01166)
2025/5/3,R2Sex_Infinity005Wass_ShallowConvNet_sexstrokeTosexmigrainedb_1,0.89956(0.00898),0.89329(0.01811),0.55186(0.01602),0.54612(0.01711)
2025/5/3,R2Sex_Infinity005Wass_DeepConvNet_sexstrokeTosexmigrainedb_1,0.58670(0.03450),0.58978(0.02547),0.51437(0.00716),0.51240(0.01807)
2025/5/3,R2Sex_Infinity005Wass_InceptionEEG_sexstrokeTosexmigrainedb_1,0.82101(0.01376),0.80927(0.03108),0.54934(0.01300),0.54130(0.01468)
2025/5/3,R2Sex_Infinity005Wass_EEGNet_sexstrokeTosexopenbmi_1,0.67513(0.04033),0.66357(0.02434),0.52231(0.00819),0.51942(0.01168)
2025/5/3,R2Sex_Infinity005Wass_ShallowConvNet_sexstrokeTosexopenbmi_1,0.88935(0.01660),0.88038(0.02333),0.55067(0.00649),0.55046(0.00779)
2025/5/3,R2Sex_Infinity005Wass_DeepConvNet_sexstrokeTosexopenbmi_1,0.56119(0.06779),0.57600(0.05230),0.52242(0.01276),0.51715(0.01143)
2025/5/3,R2Sex_Infinity005Wass_InceptionEEG_sexstrokeTosexopenbmi_1,0.71720(0.03316),0.70465(0.02884),0.53150(0.00583),0.52993(0.00612)
2025/5/3,R2Sex_Infinity005Wass_EEGNet_sexstrokeTosexlargemi_1,0.68896(0.02818),0.69258(0.03024),0.52037(0.01211),0.52153(0.00895)
2025/5/3,R2Sex_Infinity005Wass_ShallowConvNet_sexstrokeTosexlargemi_1,0.88865(0.01765),0.87416(0.00786),0.51415(0.01347),0.51291(0.01809)
2025/5/3,R2Sex_Infinity005Wass_DeepConvNet_sexstrokeTosexlargemi_1,0.54940(0.04561),0.53783(0.01683),0.50984(0.00694),0.51082(0.01186)
2025/5/3,R2Sex_Infinity005Wass_InceptionEEG_sexstrokeTosexlargemi_1,0.69511(0.06106),0.68829(0.06660),0.52660(0.00874),0.52239(0.00908)
2025/5/3,R2Sex_Infinity005Wass_EEGNet_sexmigrainedbTosexlargemi_1,0.91248(0.09141),0.91176(0.08929),0.52229(0.01937),0.52204(0.02128)
2025/5/3,R2Sex_Infinity005Wass_ShallowConvNet_sexmigrainedbTosexlargemi_1,0.99724(0.00281),0.99764(0.00245),0.56190(0.02315),0.55999(0.02204)
2025/5/3,R2Sex_Infinity005Wass_DeepConvNet_sexmigrainedbTosexlargemi_1,0.77911(0.17977),0.78370(0.17338),0.51961(0.01496),0.51615(0.01662)
2025/5/3,R2Sex_Infinity005Wass_InceptionEEG_sexmigrainedbTosexlargemi_1,0.91292(0.09233),0.90847(0.09142),0.52120(0.01230),0.51718(0.01461)
2025/5/3,R2Sex_Infinity005Wass_EEGNet_sexmigrainedbTosexopenbmi_1,0.96513(0.03210),0.96434(0.03035),0.52830(0.00476),0.52586(0.00597)
2025/5/3,R2Sex_Infinity005Wass_ShallowConvNet_sexmigrainedbTosexopenbmi_1,0.99630(0.00367),0.99575(0.00407),0.54698(0.01466),0.54458(0.01566)
2025/5/3,R2Sex_Infinity005Wass_DeepConvNet_sexmigrainedbTosexopenbmi_1,0.86817(0.12635),0.86969(0.12027),0.51486(0.00578),0.50744(0.00428)
2025/5/3,R2Sex_Infinity005Wass_InceptionEEG_sexmigrainedbTosexopenbmi_1,0.94901(0.06380),0.95086(0.06007),0.52949(0.00607),0.53003(0.00628)
2025/5/3,R2Sex_Infinity005Wass_EEGNet_sexmigrainedbTosexstroke_1,0.76738(0.05032),0.77384(0.04921),0.54251(0.02302),0.50973(0.04678)
2025/5/3,R2Sex_Infinity005Wass_ShallowConvNet_sexmigrainedbTosexstroke_1,0.92094(0.00302),0.91881(0.00920),0.55516(0.02199),0.51849(0.04156)
2025/5/3,R2Sex_Infinity005Wass_DeepConvNet_sexmigrainedbTosexstroke_1,0.53233(0.02147),0.53240(0.02117),0.50438(0.02797),0.49974(0.03037)
2025/5/3,R2Sex_Infinity005Wass_InceptionEEG_sexmigrainedbTosexstroke_1,0.94669(0.00993),0.94591(0.01060),0.54007(0.01155),0.52164(0.02130)
